0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,LONGITUDE,LATITUDE,ALTITUDE,FLOOR,BUILDINGID
-91.5,-84.95744680851064,-83.31428571428572,-89.22222222222223,-83.41379310344827,-105.71428571428571,-88.0,-86.7,-90.14814814814815,-87.22222222222223,-110.0,-110.0,-85.05555555555556,-110.0,-92.26315789473684,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,16.18,5.53,0.0,1.0,1.0
-89.1,-84.52941176470588,-80.0952380952381,-85.5,-86.125,-103.83333333333333,-83.91358024691358,-88.13725490196079,-91.76190476190476,-76.45238095238095,-98.3,-110.0,-79.76363636363637,-110.0,-86.29729729729729,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,13.17,5.56,0.0,1.0,1.0
-93.8,-87.13888888888889,-76.16666666666667,-88.9,-80.54385964912281,-97.0909090909091,-88.21538461538462,-86.74285714285715,-90.46428571428571,-76.45238095238095,-101.5,-110.0,-83.97435897435898,-110.0,-88.92857142857143,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,10.99,5.56,0.0,1.0,1.0
-87.83333333333333,-83.2,-76.11940298507463,-81.70270270270271,-85.61702127659575,-92.96,-86.92307692307692,-84.31428571428572,-88.65625,-79.94594594594595,-96.25,-110.0,-84.53846153846153,-110.0,-87.95833333333333,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,9.0,5.56,0.0,1.0,1.0
-91.03846153846153,-81.47727272727273,-81.82978723404256,-83.91176470588235,-83.48275862068965,-95.5,-85.91111111111111,-89.06451612903226,-88.41176470588235,-81.575,-96.0,-110.0,-86.8,-110.0,-81.17857142857143,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,5.9,8.58,0.0,1.0,1.0
-91.36,-79.12765957446808,-82.6304347826087,-82.36,-85.51351351351352,-96.9090909090909,-85.33846153846154,-85.875,-84.91666666666667,-81.5609756097561,-97.2,-110.0,-83.6,-110.0,-83.65,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,5.92,13.27,0.0,1.0,1.0
-90.0625,-74.18032786885246,-86.83783783783784,-84.19672131147541,-90.36,-100.16666666666667,-89.3076923076923,-81.83720930232558,-85.2,-85.925,-100.375,-110.0,-92.23809523809524,-110.0,-88.64444444444445,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,6.05,16.1,0.0,1.0,1.0
-96.3125,-73.38,-87.23809523809524,-84.33333333333333,-86.9090909090909,-101.875,-90.3953488372093,-85.86046511627907,-81.42222222222222,-82.26530612244898,-103.28571428571429,-110.0,-91.59375,-110.0,-84.61224489795919,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,5.59,16.92,0.0,1.0,1.0
-93.61904761904762,-78.23076923076923,-91.12121212121212,-89.82857142857142,-89.77272727272727,-104.5,-90.32558139534883,-88.13953488372093,-84.83673469387755,-89.45454545454545,-107.83333333333333,-110.0,-92.83333333333333,-110.0,-93.63636363636364,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,5.54,19.32,0.0,1.0,1.0
-88.04166666666667,-77.67272727272727,-85.6,-77.45588235294117,-86.5813953488372,-96.78571428571429,-87.51923076923077,-75.828125,-83.94,-84.88679245283019,-108.16666666666667,-110.0,-88.70833333333333,-110.0,-85.52777777777777,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,8.95,16.06,0.0,1.0,1.0
-90.13333333333334,-79.20833333333333,-87.55,-77.85526315789474,-87.25,-93.33333333333333,-86.8936170212766,-82.75409836065573,-88.2127659574468,-83.77272727272727,-105.14285714285714,-110.0,-83.9622641509434,-110.0,-85.25925925925925,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,10.96,16.16,0.0,1.0,1.0
-91.06666666666666,-82.72093023255815,-85.075,-80.08510638297872,-85.54838709677419,-98.27272727272727,-86.61904761904762,-83.47169811320755,-88.06451612903226,-86.1875,-95.55555555555556,-110.0,-84.51219512195122,-110.0,-86.4375,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,13.47,16.16,0.0,1.0,1.0
-86.26923076923077,-82.45652173913044,-84.82758620689656,-80.60975609756098,-86.35135135135135,-92.31818181818181,-82.72,-83.82051282051282,-90.88571428571429,-79.0,-98.22222222222223,-110.0,-83.15094339622641,-110.0,-89.53125,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,11.23,11.25,0.0,1.0,1.0
-91.25,-81.23684210526316,-86.0,-85.34146341463415,-87.35483870967742,-98.5,-83.04918032786885,-81.8,-86.47368421052632,-80.82926829268293,-96.73333333333333,-110.0,-82.02,-110.0,-87.97619047619048,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,11.04,13.79,0.0,1.0,1.0
-94.9,-82.41935483870968,-88.625,-85.94285714285714,-85.66666666666667,-94.0,-84.8108108108108,-81.89285714285714,-90.48484848484848,-79.84313725490196,-95.76923076923077,-110.0,-81.62790697674419,-110.0,-84.6470588235294,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,14.03,11.24,0.0,1.0,1.0
-89.11111111111111,-84.48387096774194,-79.31818181818181,-86.11111111111111,-83.32142857142857,-92.1304347826087,-84.0,-84.21875,-90.34285714285714,-80.6923076923077,-95.875,-110.0,-84.0925925925926,-110.0,-85.39393939393939,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,10.92,7.76,0.0,1.0,1.0
-83.95726495726495,-110.0,-110.0,-110.0,-107.5,-93.9795918367347,-97.47826086956522,-102.75,-110.0,-105.83333333333333,-101.7,-110.0,-110.0,-110.0,-110.0,-94.45614035087719,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,28.63,23.72,1.75,1.0,1.0
-85.87383177570094,-110.0,-110.0,-110.0,-110.0,-98.16666666666667,-105.0,-110.0,-110.0,-108.0,-103.5,-110.0,-110.0,-110.0,-110.0,-90.1963190184049,-110.0,-110.0,-110.0,-110.0,-95.88,-110.0,-96.75,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,32.74,23.6,1.75,1.0,1.0
-86.63507109004739,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-86.64171122994652,-110.0,-110.0,-110.0,-107.66666666666667,-92.73809523809524,-110.0,-96.41176470588235,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,37.77,23.54,1.75,1.0,1.0
-89.82795698924731,-95.8,-96.15384615384616,-101.44444444444444,-101.0,-89.5,-89.78301886792453,-91.3076923076923,-101.88888888888889,-91.10679611650485,-88.528,-110.0,-93.8695652173913,-110.0,-99.19047619047619,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,23.74,19.82,3.5,1.0,1.0
-89.76744186046511,-93.26190476190476,-95.24324324324324,-101.9090909090909,-98.14285714285714,-88.5,-86.5625,-89.98611111111111,-96.47619047619048,-88.93,-86.94285714285714,-110.0,-92.1774193548387,-110.0,-94.20689655172414,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,21.4,19.56,3.5,1.0,1.0
-83.43137254901961,-95.53846153846153,-93.04545454545455,-97.61111111111111,-99.23529411764706,-84.86666666666666,-86.63945578231292,-89.86585365853658,-96.8125,-85.5607476635514,-84.8,-110.0,-93.30645161290323,-110.0,-95.8,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,18.72,23.47,3.5,1.0,1.0
-96.18181818181819,-82.22857142857143,-86.30952380952381,-88.48387096774194,-86.20588235294117,-82.94339622641509,-84.39682539682539,-79.07142857142857,-89.3030303030303,-84.2127659574468,-92.92592592592592,-110.0,-80.38805970149254,-110.0,-87.95833333333333,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,16.28,16.18,3.5,1.0,1.0
-101.1,-84.38888888888889,-83.76666666666667,-87.75757575757575,-84.52777777777777,-92.14285714285714,-85.73469387755102,-86.08333333333333,-86.21621621621621,-75.79729729729729,-96.92857142857143,-110.0,-84.07142857142857,-110.0,-87.6,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,16.27,11.32,3.5,1.0,1.0
-97.3,-85.0,-76.79032258064517,-87.0,-81.80392156862744,-91.9047619047619,-83.43636363636364,-84.03703703703704,-87.89655172413794,-75.70666666666666,-95.63157894736842,-110.0,-81.1969696969697,-110.0,-88.6774193548387,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,16.3,8.57,3.5,1.0,1.0
-104.14285714285714,-85.58333333333333,-83.85416666666667,-91.2,-87.21428571428571,-94.8,-85.91304347826087,-84.78571428571429,-89.0,-74.171875,-95.04545454545455,-110.0,-81.61538461538461,-110.0,-89.75,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,16.18,5.53,3.5,1.0,1.0
-95.26666666666667,-86.43478260869566,-78.88135593220339,-86.79310344827586,-84.46808510638297,-90.0,-84.21951219512195,-84.83333333333333,-85.63333333333334,-75.53846153846153,-91.5,-110.0,-80.91176470588235,-110.0,-83.04918032786885,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,13.17,5.56,3.5,1.0,1.0
-91.17391304347827,-84.34567901234568,-80.22346368715084,-85.97183098591549,-83.51449275362319,-91.17073170731707,-85.4,-83.00694444444444,-80.43877551020408,-72.4319526627219,-88.97260273972603,-110.0,-81.2421052631579,-110.0,-80.465,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,10.99,5.56,3.5,1.0,1.0
-95.26666666666667,-86.20833333333333,-80.3913043478261,-85.62790697674419,-84.71929824561404,-93.66666666666667,-81.97674418604652,-84.91489361702128,-80.53333333333333,-80.95121951219512,-89.23809523809524,-110.0,-82.74418604651163,-110.0,-86.3529411764706,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,9.0,5.56,3.5,1.0,1.0
-99.0,-89.20833333333333,-85.83783783783784,-86.58620689655173,-88.19444444444444,-99.7,-86.52083333333333,-86.94736842105263,-80.3529411764706,-77.04761904761905,-91.48148148148148,-110.0,-86.6875,-110.0,-83.72368421052632,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,6.0,5.56,3.5,1.0,1.0
-95.71428571428571,-85.13953488372093,-83.55813953488372,-85.775,-87.44186046511628,-95.75,-84.525,-81.71698113207547,-79.06060606060606,-78.17307692307692,-92.37037037037037,-110.0,-84.88461538461539,-110.0,-82.7536231884058,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,5.9,8.58,3.5,1.0,1.0
-95.22222222222223,-83.42105263157895,-84.80392156862744,-83.58536585365853,-89.125,-95.0,-82.61016949152543,-83.08163265306122,-81.93548387096774,-80.18032786885246,-94.58823529411765,-110.0,-83.8409090909091,-110.0,-86.3061224489796,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,5.88,11.34,3.5,1.0,1.0
-98.8,-81.19148936170212,-84.73809523809524,-84.66666666666667,-89.4054054054054,-95.8,-81.28846153846153,-75.42647058823529,-86.08823529411765,-77.46969696969697,-94.64285714285714,-110.0,-83.52083333333333,-110.0,-83.3913043478261,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,5.92,13.27,3.5,1.0,1.0
-102.0,-75.2156862745098,-89.75,-85.21739130434783,-90.71875,-93.76190476190476,-79.34482758620689,-76.54385964912281,-88.82608695652173,-81.0625,-96.23076923076923,-110.0,-85.79545454545455,-110.0,-85.55555555555556,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,6.05,16.1,3.5,1.0,1.0
-104.33333333333333,-80.19047619047619,-86.575,-85.13513513513513,-91.36363636363636,-94.88888888888889,-83.1875,-78.1,-86.16129032258064,-83.01694915254237,-96.57894736842105,-110.0,-86.64,-110.0,-84.63793103448276,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,5.59,16.92,3.5,1.0,1.0
-103.875,-81.44680851063829,-90.20689655172414,-92.41176470588235,-93.6,-96.11764705882354,-87.52727272727273,-77.70731707317073,-91.29166666666667,-88.72916666666667,-94.4074074074074,-110.0,-89.13636363636364,-110.0,-91.8125,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,5.54,19.32,3.5,1.0,1.0
-98.33333333333333,-77.87931034482759,-83.53658536585365,-79.9047619047619,-86.15384615384616,-93.26666666666667,-79.66666666666667,-75.50746268656717,-87.06666666666666,-80.73076923076923,-91.85,-110.0,-79.0,-110.0,-85.15555555555555,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,8.95,16.06,3.5,1.0,1.0
-97.33333333333333,-81.44680851063829,-86.26666666666667,-81.29268292682927,-86.28571428571429,-90.0,-78.08064516129032,-77.96078431372548,-88.29166666666667,-82.63265306122449,-98.0,-110.0,-77.88524590163935,-110.0,-86.02272727272727,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,10.96,16.16,3.5,1.0,1.0
-104.33333333333333,-86.05405405405405,-85.43181818181819,-84.08571428571429,-87.625,-88.03571428571429,-81.0,-81.29787234042553,-87.96296296296296,-79.37735849056604,-94.08333333333333,-110.0,-85.16,-110.0,-86.8529411764706,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,13.47,16.16,3.5,1.0,1.0
-96.875,-110.0,-100.81818181818181,-110.0,-110.0,-94.80952380952381,-101.71428571428571,-93.77777777777777,-110.0,-97.58333333333333,-82.27272727272727,-110.0,-91.6774193548387,-110.0,-93.95238095238095,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,23.74,19.82,7.0,1.0,1.0
-95.55555555555556,-97.3,-94.42105263157895,-107.16666666666667,-107.83333333333333,-87.24137931034483,-98.25,-92.08108108108108,-95.92307692307692,-96.42857142857143,-77.25,-110.0,-88.62790697674419,-110.0,-89.78260869565217,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,21.4,19.56,7.0,1.0,1.0
-99.4,-100.25,-97.92307692307692,-110.0,-110.0,-86.93939393939394,-98.5,-94.95454545454545,-95.82352941176471,-95.19047619047619,-72.21311475409836,-110.0,-86.25641025641026,-110.0,-92.89655172413794,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-105.33333333333333,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,19.24,20.44,7.0,1.0,1.0
-94.0,-101.44444444444444,-95.6,-110.0,-110.0,-90.8076923076923,-100.55555555555556,-96.0,-97.11764705882354,-95.05263157894737,-72.6,-110.0,-89.44444444444444,-110.0,-91.2439024390244,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,18.72,23.47,7.0,1.0,1.0
-102.875,-88.21428571428571,-88.62068965517241,-97.1,-94.91304347826087,-89.41176470588235,-90.78571428571429,-79.8,-91.86363636363636,-89.54,-84.59322033898304,-110.0,-79.67647058823529,-110.0,-83.075,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,16.28,16.18,7.0,1.0,1.0
-105.71428571428571,-84.275,-87.26829268292683,-89.2,-92.45833333333333,-100.4,-86.42857142857143,-83.78048780487805,-90.69767441860465,-85.50769230769231,-88.39682539682539,-110.0,-83.39655172413794,-110.0,-84.66666666666667,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,16.24,13.21,7.0,1.0,1.0
-99.8,-86.1470588235294,-86.85365853658537,-89.81481481481481,-90.72413793103448,-99.8,-89.11428571428571,-82.24489795918367,-90.93333333333334,-84.12698412698413,-89.08928571428571,-110.0,-78.66101694915254,-110.0,-84.85454545454546,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,16.27,11.32,7.0,1.0,1.0
-103.14285714285714,-85.20833333333333,-88.48648648648648,-90.10526315789474,-88.76666666666667,-101.85714285714286,-83.43181818181819,-83.29629629629629,-93.8,-80.01190476190476,-89.93333333333334,-110.0,-80.0,-110.0,-73.41935483870968,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,16.3,8.57,7.0,1.0,1.0
-107.83333333333333,-86.125,-89.66666666666667,-93.3103448275862,-91.54545454545455,-98.3076923076923,-85.15189873417721,-86.70588235294117,-92.29166666666667,-81.29885057471265,-86.78260869565217,-110.0,-82.91176470588235,-110.0,-80.31884057971014,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,16.18,5.53,7.0,1.0,1.0
-101.0,-84.20588235294117,-90.82142857142857,-88.81481481481481,-88.81818181818181,-106.5,-85.22727272727273,-85.82857142857142,-91.84210526315789,-81.67213114754098,-85.58181818181818,-110.0,-80.09375,-110.0,-84.55319148936171,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,13.17,5.56,7.0,1.0,1.0
-105.85714285714286,-88.39285714285714,-90.79310344827586,-89.73913043478261,-83.0,-98.53846153846153,-82.23913043478261,-88.02857142857142,-90.0,-79.13432835820896,-90.84782608695652,-110.0,-81.11111111111111,-110.0,-80.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,10.99,5.56,7.0,1.0,1.0
-102.125,-89.95238095238095,-90.25,-86.47058823529412,-87.64516129032258,-96.85714285714286,-85.08333333333333,-89.0909090909091,-87.25925925925925,-85.92727272727272,-85.20454545454545,-110.0,-84.296875,-110.0,-83.09756097560975,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,9.0,5.56,7.0,1.0,1.0
-103.11111111111111,-86.725,-91.08333333333333,-85.61764705882354,-87.81395348837209,-101.0,-88.58,-89.43589743589743,-89.0,-85.08,-85.85915492957747,-110.0,-82.05084745762711,-110.0,-81.13636363636364,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,5.9,8.58,7.0,1.0,1.0
-104.5,-92.25,-86.73684210526316,-91.36363636363636,-91.67857142857143,-98.58333333333333,-83.81012658227849,-90.55555555555556,-85.35135135135135,-85.91071428571429,-90.30952380952381,-110.0,-80.85365853658537,-110.0,-87.58823529411765,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,5.88,11.34,7.0,1.0,1.0
-106.28571428571429,-86.61111111111111,-85.36585365853658,-91.95238095238095,-88.1470588235294,-99.9090909090909,-83.14285714285714,-80.08333333333333,-91.34482758620689,-84.65,-91.48717948717949,-110.0,-72.25454545454545,-110.0,-84.32142857142857,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,5.92,13.27,7.0,1.0,1.0
-110.0,-90.16,-88.35483870967742,-89.61538461538461,-91.54838709677419,-101.33333333333333,-87.1842105263158,-85.51219512195122,-86.02631578947368,-88.87037037037037,-91.15384615384616,-110.0,-74.6470588235294,-110.0,-86.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,6.05,16.1,7.0,1.0,1.0
