0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,LONGITUDE,LATITUDE,ALTITUDE,FLOOR,BUILDINGID
-48.4,-52.9,-77.0,-63.6,-70.55555555555556,-81.42857142857143,-62.1,-81.66666666666667,-85.85714285714286,-93.0,100.0,-91.25,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-22.0,-10.75,0.0,0.0,0.0
-47.8,-51.4,-77.125,-63.6,-70.55555555555556,-81.71428571428571,-62.6,-81.66666666666667,-86.42857142857143,-93.0,100.0,-91.25,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-22.0,-10.75,0.0,0.0,0.0
-47.6,-50.8,-77.125,-63.7,-70.66666666666667,-81.71428571428571,-62.1,-81.2,-86.875,-93.0,100.0,-91.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-22.0,-10.75,0.0,0.0,0.0
-47.4,-49.5,-77.42857142857143,-63.9,-70.5,-82.28571428571429,-62.1,-80.9,-87.42857142857143,-92.0,100.0,-91.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-22.0,-10.75,0.0,0.0,0.0
-47.6,-49.6,-77.71428571428571,-64.4,-71.0,-82.25,-62.0,-80.66666666666667,-87.85714285714286,-92.0,100.0,-91.25,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-22.0,-10.75,0.0,0.0,0.0
-48.0,-50.4,-77.71428571428571,-64.55555555555556,-71.0,-82.0,-61.8,-80.66666666666667,-87.25,-92.0,100.0,-91.5,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-22.0,-10.75,0.0,0.0,0.0
-48.3,-50.4,-78.14285714285714,-64.88888888888889,-70.75,-82.42857142857143,-62.0,-80.55555555555556,-86.0,-92.0,100.0,-91.4,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-22.0,-10.75,0.0,0.0,0.0
-48.6,-51.1,-77.85714285714286,-65.25,-71.125,-82.71428571428571,-62.3,-80.33333333333333,-84.75,-92.0,100.0,-91.4,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-22.0,-10.75,0.0,0.0,0.0
-48.3,-52.0,-77.875,-64.625,-71.125,-83.16666666666667,-62.1,-80.33333333333333,-85.125,-92.0,100.0,-91.4,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-22.0,-10.75,0.0,0.0,0.0
-47.9,-51.5,-78.375,-64.625,-71.5,-83.16666666666667,-61.6,-80.22222222222223,-86.0,-92.0,100.0,-91.75,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-22.0,-10.75,0.0,0.0,0.0
-52.4,-49.2,-76.5,-70.875,-80.88888888888889,-78.57142857142857,-65.55555555555556,-78.11111111111111,-90.0,100.0,-91.33333333333333,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-20.5,-10.75,0.0,0.0,0.0
-51.8,-49.1,-75.85714285714286,-70.5,-81.0,-78.5,-67.88888888888889,-77.77777777777777,-90.5,100.0,-91.33333333333333,-92.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-20.5,-10.75,0.0,0.0,0.0
-51.3,-48.5,-75.0,-70.14285714285714,-81.0,-78.5,-68.0,-77.77777777777777,-91.0,100.0,-91.33333333333333,-92.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-20.5,-10.75,0.0,0.0,0.0
-51.7,-48.3,-75.375,-70.0,-81.4,-78.5,-67.9,-77.77777777777777,-91.3,100.0,-91.25,-92.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-20.5,-10.75,0.0,0.0,0.0
-52.1,-48.8,-74.125,-70.16666666666667,-81.8,-78.57142857142857,-67.1,-77.44444444444444,-90.8,100.0,-91.2,-92.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-20.5,-10.75,0.0,0.0,0.0
-52.2,-49.2,-73.75,-72.33333333333333,-82.5,-78.28571428571429,-66.2,-76.77777777777777,-90.2,100.0,-91.2,-92.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-20.5,-10.75,0.0,0.0,0.0
-52.3,-49.7,-73.5,-72.85714285714286,-82.77777777777777,-78.0,-65.2,-76.0,-89.8,100.0,-91.2,-92.5,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-20.5,-10.75,0.0,0.0,0.0
-52.4,-49.2,-74.22222222222223,-71.42857142857143,-82.77777777777777,-78.0,-65.1,-75.875,-90.3,100.0,-90.75,-92.5,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-20.5,-10.75,0.0,0.0,0.0
-52.6,-48.6,-74.625,-71.0,-82.44444444444444,-78.0,-66.1,-76.125,-90.3,100.0,-90.33333333333333,-92.33333333333333,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-20.5,-10.75,0.0,0.0,0.0
-52.6,-48.2,-74.875,-69.28571428571429,-82.33333333333333,-77.8,-64.1,-76.125,-90.9,100.0,-91.0,-92.33333333333333,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-20.5,-10.75,0.0,0.0,0.0
-51.1,-49.0,-75.8,-66.875,-71.55555555555556,-76.57142857142857,-70.11111111111111,-75.88888888888889,-87.0,-89.5,100.0,-91.4,-93.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-19.0,-10.75,0.0,0.0,0.0
-50.7,-48.4,-74.9,-65.0,-70.77777777777777,-76.625,-70.33333333333333,-75.77777777777777,-86.5,-89.5,100.0,-91.5,-93.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-19.0,-10.75,0.0,0.0,0.0
-50.3,-48.7,-74.4,-64.25,-70.7,-76.625,-70.55555555555556,-75.44444444444444,-86.125,-89.5,100.0,-91.33333333333333,-93.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-19.0,-10.75,0.0,0.0,0.0
-50.5,-49.0,-75.6,-65.0,-70.9,-76.44444444444444,-70.8,-75.66666666666667,-86.375,-89.85714285714286,100.0,-91.33333333333333,-93.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-19.0,-10.75,0.0,0.0,0.0
-50.8,-49.2,-75.7,-65.125,-71.2,-76.25,-70.8,-75.33333333333333,-86.75,-90.5,100.0,-91.5,-93.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-19.0,-10.75,0.0,0.0,0.0
-51.0,-49.3,-75.5,-65.75,-71.2,-76.0,-70.5,-75.11111111111111,-86.75,-90.5,100.0,-91.5,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-19.0,-10.75,0.0,0.0,0.0
-50.9,-49.4,-75.2,-65.375,-71.2,-75.875,-70.2,-75.2,-86.66666666666667,-90.42857142857143,100.0,-91.4,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-19.0,-10.75,0.0,0.0,0.0
-50.8,-49.8,-75.2,-65.375,-71.1,-75.85714285714286,-70.2,-75.3,-86.375,-90.0,100.0,-91.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-19.0,-10.75,0.0,0.0,0.0
-50.5,-49.6,-75.2,-64.0,-71.2,-75.83333333333333,-70.6,-75.3,-86.125,-90.2,100.0,-91.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-19.0,-10.75,0.0,0.0,0.0
-50.2,-49.4,-75.5,-63.0,-71.5,-75.83333333333333,-70.6,-75.5,-86.25,-90.8,100.0,-92.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-19.0,-10.75,0.0,0.0,0.0
-53.3,-54.5,-79.0,-59.22222222222222,-77.55555555555556,-80.5,-66.0,-78.57142857142857,-88.8,-92.0,100.0,-92.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-17.5,-10.75,0.0,0.0,0.0
-53.1,-54.2,-79.1,-59.22222222222222,-77.7,-81.125,-66.3,-78.5,-88.7,-92.0,100.0,-92.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-17.5,-10.75,0.0,0.0,0.0
-55.2,-53.8,-79.11111111111111,-59.2,-77.8,-81.125,-66.4,-78.625,-89.2,-92.0,100.0,-92.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-17.5,-10.75,0.0,0.0,0.0
-54.6,-55.5,-78.66666666666667,-58.9,-77.7,-81.5,-66.6,-78.125,-89.2,-92.0,100.0,-92.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-17.5,-10.75,0.0,0.0,0.0
-54.0,-56.9,-78.44444444444444,-58.7,-77.9,-81.5,-68.9,-78.0,-89.4,-91.0,100.0,-92.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-17.5,-10.75,0.0,0.0,0.0
-54.1,-56.0,-78.22222222222223,-58.8,-78.0,-81.375,-69.0,-77.75,-89.3,-91.0,100.0,-92.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-17.5,-10.75,0.0,0.0,0.0
-53.9,-56.2,-78.22222222222223,-59.0,-78.11111111111111,-81.5,-69.1,-77.77777777777777,-89.1,100.0,100.0,-92.5,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-17.5,-10.75,0.0,0.0,0.0
-53.6,-55.3,-78.11111111111111,-59.0,-78.55555555555556,-82.0,-70.9,-77.66666666666667,-89.3,100.0,100.0,-93.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-17.5,-10.75,0.0,0.0,0.0
-53.6,-54.3,-77.88888888888889,-58.9,-78.5,-81.77777777777777,-71.0,-77.6,-89.4,100.0,100.0,-93.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-17.5,-10.75,0.0,0.0,0.0
-53.6,-55.2,-77.875,-58.9,-78.375,-81.66666666666667,-71.2,-77.7,-89.2,100.0,-93.0,-93.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-17.5,-10.75,0.0,0.0,0.0
-52.0,-52.2,-74.8,-61.6,-80.71428571428571,-76.0,-66.6,-70.2,-86.4,-91.5,100.0,-89.33333333333333,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-16.0,-10.75,0.0,0.0,0.0
-52.111111111111114,-51.5,-74.0,-61.4,-80.57142857142857,-76.42857142857143,-66.3,-70.2,-86.2,-91.5,100.0,-89.2,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-16.0,-10.75,0.0,0.0,0.0
-51.888888888888886,-51.4,-74.0,-62.3,-80.57142857142857,-76.42857142857143,-65.2,-70.0,-86.2,-92.33333333333333,100.0,-89.2,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-16.0,-10.75,0.0,0.0,0.0
-51.55555555555556,-51.1,-73.6,-63.3,-80.57142857142857,-76.42857142857143,-64.8,-69.2,-86.2,-92.75,100.0,-89.25,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-16.0,-10.75,0.0,0.0,0.0
-51.666666666666664,-51.1,-73.3,-64.3,-80.57142857142857,-76.83333333333333,-64.6,-69.2,-85.6,-92.75,100.0,-88.66666666666667,-91.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-16.0,-10.75,0.0,0.0,0.0
-51.888888888888886,-51.1,-73.3,-63.4,-80.5,-78.5,-64.6,-68.2,-85.9,-93.0,100.0,-88.0,-91.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-16.0,-10.75,0.0,0.0,0.0
-52.22222222222222,-51.2,-73.3,-62.2,-80.75,-79.83333333333333,-64.7,-68.0,-85.8,-93.0,100.0,-88.0,-91.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-16.0,-10.75,0.0,0.0,0.0
-52.333333333333336,-51.2,-73.33333333333333,-61.2,-80.66666666666667,-79.4,-65.4,-68.0,-85.4,-93.33333333333333,100.0,-89.0,-91.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-16.0,-10.75,0.0,0.0,0.0
-52.22222222222222,-51.1,-73.33333333333333,-61.1,-80.66666666666667,-79.4,-65.4,-68.2,-85.5,-93.33333333333333,100.0,-88.0,-91.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-16.0,-10.75,0.0,0.0,0.0
-52.1,-51.1,-73.33333333333333,-62.4,-80.5,-78.66666666666667,-64.9,-68.0,-85.5,-93.28571428571429,100.0,-88.0,-91.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-16.0,-10.75,0.0,0.0,0.0
-55.3,-55.0,-73.44444444444444,-66.625,-81.55555555555556,-76.66666666666667,-64.6,-69.25,-83.88888888888889,-92.5,100.0,-89.83333333333333,-92.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-14.5,-10.75,0.0,0.0,0.0
-55.8,-54.9,-73.4,-66.625,-81.125,-76.14285714285714,-65.2,-69.22222222222223,-84.3,-92.66666666666667,100.0,-89.83333333333333,-91.5,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-14.5,-10.75,0.0,0.0,0.0
-55.9,-54.9,-72.4,-67.125,-81.0,-76.14285714285714,-65.7,-69.11111111111111,-84.2,-92.57142857142857,-92.0,-90.0,-91.5,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-14.5,-10.75,0.0,0.0,0.0
-56.6,-54.6,-72.6,-66.25,-81.55555555555556,-76.14285714285714,-65.7,-69.0,-85.0,-92.625,-92.0,-90.0,-91.33333333333333,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-14.5,-10.75,0.0,0.0,0.0
-56.7,-54.5,-72.4,-64.625,-81.66666666666667,-75.71428571428571,-65.3,-69.11111111111111,-85.6,-92.42857142857143,-92.0,-90.0,-91.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-14.5,-10.75,0.0,0.0,0.0
-56.6,-54.5,-72.44444444444444,-63.875,-81.77777777777777,-73.57142857142857,-65.5,-69.33333333333333,-86.2,-92.16666666666667,-92.0,-90.0,-92.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-14.5,-10.75,0.0,0.0,0.0
-56.6,-55.0,-72.44444444444444,-65.375,-81.77777777777777,-73.5,-64.2,-69.1,-86.4,-92.0,-92.0,-89.8,-92.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-14.5,-10.75,0.0,0.0,0.0
-56.0,-55.4,-72.55555555555556,-66.625,-81.88888888888889,-73.6,-64.7,-68.9,-85.6,-92.0,-92.0,-89.8,-92.5,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-14.5,-10.75,0.0,0.0,0.0
-56.8,-55.6,-72.77777777777777,-66.0,-81.88888888888889,-74.83333333333333,-64.1,-68.7,-86.6,-92.0,-92.0,-90.25,-92.6,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-14.5,-10.75,0.0,0.0,0.0
-57.0,-55.6,-72.55555555555556,-66.22222222222223,-82.0,-76.0,-64.6,-68.4,-86.6,-92.0,-92.0,-90.25,-92.6,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-14.5,-10.75,0.0,0.0,0.0
-61.2,-55.0,-76.28571428571429,-61.55555555555556,-76.375,-76.33333333333333,-64.8,-69.6,-83.9,100.0,100.0,-91.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-13.0,-10.75,0.0,0.0,0.0
-60.3,-55.2,-77.0,-61.55555555555556,-75.71428571428571,-75.5,-65.5,-69.3,-84.0,100.0,100.0,-91.0,-94.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-13.0,-10.75,0.0,0.0,0.0
-61.2,-54.9,-76.42857142857143,-62.3,-75.875,-75.8,-66.5,-68.9,-83.4,100.0,100.0,-90.8,-94.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-13.0,-10.75,0.0,0.0,0.0
-61.6,-54.9,-75.57142857142857,-62.3,-75.875,-75.5,-66.5,-69.2,-83.2,100.0,100.0,-90.75,-94.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-13.0,-10.75,0.0,0.0,0.0
-61.8,-54.8,-74.85714285714286,-62.2,-76.0,-75.14285714285714,-65.1,-69.6,-82.6,100.0,100.0,-90.8,-94.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-13.0,-10.75,0.0,0.0,0.0
-61.5,-55.2,-74.625,-62.2,-76.0,-75.375,-65.1,-69.7,-82.7,100.0,100.0,-90.8,-94.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-13.0,-10.75,0.0,0.0,0.0
-61.4,-55.4,-75.5,-61.9,-76.125,-75.375,-66.1,-69.7,-82.9,100.0,100.0,-90.8,-94.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-13.0,-10.75,0.0,0.0,0.0
-61.0,-55.5,-74.75,-61.5,-76.22222222222223,-75.375,-66.9,-69.8,-83.3,100.0,100.0,-90.75,-94.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-13.0,-10.75,0.0,0.0,0.0
-60.4,-55.2,-74.55555555555556,-61.0,-76.33333333333333,-75.5,-68.3,-69.8,-83.8,100.0,100.0,-90.75,-94.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-13.0,-10.75,0.0,0.0,0.0
-60.4,-55.2,-75.22222222222223,-60.9,-76.55555555555556,-75.375,-68.6,-69.88888888888889,-83.6,100.0,100.0,-91.0,-94.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-13.0,-10.75,0.0,0.0,0.0
-61.1,-56.0,-74.88888888888889,-52.4,-79.42857142857143,-76.88888888888889,-68.1,-67.22222222222223,-87.1,100.0,100.0,-85.4,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-11.5,-10.75,0.0,0.0,0.0
-60.9,-55.77777777777778,-74.0,-52.333333333333336,-79.14285714285714,-77.0,-67.6,-67.0,-86.8,100.0,100.0,-85.2,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-11.5,-10.75,0.0,0.0,0.0
-60.2,-55.111111111111114,-73.375,-52.666666666666664,-78.85714285714286,-76.625,-66.9,-67.11111111111111,-86.1,100.0,100.0,-85.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-11.5,-10.75,0.0,0.0,0.0
-60.2,-54.22222222222222,-73.5,-51.55555555555556,-79.0,-76.25,-67.1,-67.0,-86.1,100.0,100.0,-84.66666666666667,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-11.5,-10.75,0.0,0.0,0.0
-60.2,-54.2,-72.875,-51.55555555555556,-79.66666666666667,-76.14285714285714,-67.6,-67.0,-86.0,100.0,100.0,-84.66666666666667,-92.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-11.5,-10.75,0.0,0.0,0.0
-60.1,-53.3,-73.0,-50.888888888888886,-79.85714285714286,-76.33333333333333,-68.2,-67.0,-86.5,100.0,100.0,-84.5,-92.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-11.5,-10.75,0.0,0.0,0.0
-59.7,-53.4,-72.875,-51.0,-79.875,-76.8,-68.8,-67.33333333333333,-86.4,100.0,100.0,-84.4,-92.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-11.5,-10.75,0.0,0.0,0.0
-59.5,-54.2,-73.14285714285714,-51.0,-79.88888888888889,-76.8,-69.2,-67.44444444444444,-85.9,100.0,100.0,-84.4,-92.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-11.5,-10.75,0.0,0.0,0.0
